726	664
752	495
753	495
754	496
755	498
757	500
761	569
762	572
764	573
765	575
766	575
768	578
771	581
774	649
775	650
776	651
777	652
780	655
781	656
786	717
787	718
790	721
818	625
819	561
820	562
821	564
825	634
828	638
830	640
831	641
832	642
834	643
842	710
843	710
849	768
852	771
853	771
854	772
878	626
882	692
883	693
885	695
887	698
888	699
890	701
891	702
893	758
901	763
913	823
944	751
947	753
985	803
991	813
995	863
1035	846
1039	857
1041	860
1042	861
1043	863
1051	903
1054	907
1055	907
1058	910
1089	890
1090	892
1091	893
1092	893
1099	899
1103	941
1104	942
1113	949
1137	918
1140	964
1143	935
1144	936
1160	978
1161	978
1162	979
1192	952
1193	1000
1196	964
1218	1017
1219	1017
1256	1046
1259	1007
1272	1060
1296	1077
1297	1078
1305	1046
1306	1047
1309	1085
1320	1086
1347	1107
1364	1118
1365	1119
1403	1149
1404	1150
1407	1153
1415	1119
1448	1180
1449	1184
1450	1186
1451	1186
1456	1191
1457	1192
1461	1196
1462	1153
1467	1200
1475	1162
1478	1166
1481	1169
1482	1170
1507	1221
1508	1224
1509	1225
1510	1226
1512	1231
1514	1233
1524	1239
1534	1203
1536	1205
1537	1206
1539	1208
1540	1209
1541	1210
1569	1264
1581	1273
1584	1275
1598	1242
1599	1242
1600	1243
1603	1246
1629	1300
1631	1302
1632	1336
1644	1275
1659	1281
1685	1333
1694	1339
1697	1342
1739	1398
1746	1361
1747	1361
1748	1362
1749	1364
1762	1376
1763	1376
1765	1378
1767	1380
1770	1350
1771	1350
1799	1433
1800	1434
1801	1399
1811	1403
1813	1405
1816	1408
1817	1409
1820	1411
1822	1374
1823	1374
1824	1376
1825	1376
1829	1380
1830	1381
1831	1381
1832	1382
1833	1383
1834	1384
1835	1385
1861	1433
1862	1480
1872	1437
1873	1438
1874	1439
1878	1443
1884	1413
1887	1451
1891	1419
1893	1420
1894	1421
1895	1422
1896	1423
1897	1424
1898	1425
1928	1482
1929	1484
1930	1485
1931	1486
1977	1522
1978	1524
1979	1525
1981	1527
1982	1528
2035	1573
2036	1574
2040	1533
2041	1533
2042	1535
2080	1660
2082	1663
2084	1617
2085	1617
2086	1619
2087	1620
2133	1671
2137	1622
2141	1623
2185	1718
2187	1721
2229	1718
2230	1760
2268	1800
2345	1915
2346	1877
2347	1878
2381	1873
2382	1952
2383	1915
2421	1991
2460	2026
2461	1991
2462	1994
2499	2026
2501	2029
2536	2077
2570	2077
41	23
42	23
80	18
81	19
82	21
83	22
84	22
85	23
128	8
130	11
131	11
133	14
134	16
135	16
136	17
138	53
139	54
140	55
141	57
142	57
144	94
145	95
146	96
147	97
150	137
151	138
152	139
157	177
158	178
159	179
160	180
163	182
186	3
187	4
188	5
189	6
190	7
191	8
192	9
193	10
194	12
195	13
196	48
197	49
198	51
199	51
200	87
201	89
202	90
203	90
204	91
205	92
206	130
207	131
208	132
209	133
210	134
211	135
212	136
213	137
214	172
215	173
216	174
217	175
218	175
223	226
224	227
225	227
226	228
245	0
246	1
247	1
248	2
249	38
250	40
251	41
252	42
253	43
254	44
255	45
256	47
257	83
258	85
259	86
260	86
261	87
262	88
263	126
264	127
265	128
266	129
267	130
268	131
269	166
270	167
271	134
272	136
273	136
274	172
275	172
276	172
277	174
278	175
279	176
280	177
281	223
282	225
283	225
284	226
285	227
286	227
287	228
307	34
308	70
309	71
310	72
311	73
312	75
313	76
314	77
315	79
316	79
317	80
318	119
319	120
320	120
321	122
322	122
323	159
324	159
325	126
328	164
329	164
330	211
331	166
332	213
333	214
335	270
337	272
338	219
339	220
340	275
341	221
342	276
343	223
344	224
345	279
346	280
347	280
348	282
369	69
370	70
371	108
372	108
373	111
374	111
375	112
376	149
377	115
378	116
379	117
380	153
381	154
382	155
383	156
386	259
387	260
388	261
389	208
390	263
391	264
394	267
399	272
400	272
402	275
405	338
407	340
408	341
410	342
431	142
432	142
433	143
434	190
435	191
436	193
437	195
438	195
439	196
440	197
441	199
442	200
443	200
444	256
445	257
446	319
447	320
448	260
450	323
451	325
452	325
453	326
454	327
457	395
458	396
460	398
461	399
462	399
468	469
470	471
471	471
472	472
495	186
496	186
497	187
498	244
499	244
500	192
501	247
502	248
503	249
504	250
505	251
506	253
507	254
508	254
510	318
511	319
512	320
513	321
514	322
515	323
516	324
517	325
518	391
519	327
520	393
521	394
522	395
523	396
524	396
525	399
526	399
527	399
528	464
530	466
531	467
532	467
533	469
534	470
535	471
536	471
537	472
560	240
561	240
562	242
563	304
564	305
565	306
566	308
567	309
568	310
569	311
570	312
571	313
572	314
573	381
574	317
575	383
576	384
577	385
578	386
579	387
583	455
584	456
585	457
586	458
587	459
588	459
592	528
593	530
594	530
595	531
596	532
597	533
598	534
626	367
627	367
628	369
630	371
631	373
633	375
634	375
635	377
636	378
637	444
638	445
639	446
640	447
641	448
642	449
643	450
644	451
645	453
648	520
649	521
650	523
651	523
652	524
653	525
654	526
655	592
656	593
657	594
658	594
659	595
661	597
662	598
690	431
691	432
692	432
694	435
695	437
696	438
697	503
699	507
700	507
701	509
702	510
703	510
705	513
706	514
707	514
710	583
711	585
712	585
713	586
714	587
715	588
716	589
717	590
722	660
724	662
725	663
726	664
752	495
753	495
754	496
755	498
757	501
760	570
762	572
764	573
765	575
766	575
768	578
771	581
774	649
775	650
776	651
777	652
780	655
781	656
786	717
787	718
790	721
818	625
819	561
820	562
821	564
825	634
828	638
830	640
831	641
832	642
834	643
842	710
843	710
849	768
852	771
853	771
854	772
878	626
882	692
883	693
885	695
890	701
893	758
901	763
912	822
913	823
916	825
944	751
947	753
985	803
991	813
995	863
1035	846
1039	857
1041	860
1042	861
1043	863
1051	903
1054	907
1055	907
1058	910
1086	887
1089	890
1090	892
1091	893
1092	936
1099	899
1103	941
1104	942
1137	918
1140	964
1143	935
1144	936
1160	978
1161	978
1162	979
1192	952
1193	1000
1196	964
1218	1017
1219	1017
1256	1046
1259	1007
1272	1060
1295	1075
1297	1078
1305	1046
1309	1085
1320	1086
1347	1107
1364	1118
1365	1119
1368	1125
1403	1149
1404	1150
1407	1153
1418	1161
1422	1165
1448	1180
1449	1184
1451	1186
1456	1191
1457	1192
1461	1196
1462	1153
1467	1200
1475	1162
1478	1206
1481	1169
1482	1170
1507	1221
1508	1224
1509	1225
1510	1226
1512	1231
1514	1233
1516	1234
1524	1239
1536	1205
1539	1208
1540	1209
1541	1210
1567	1261
1569	1264
1581	1273
1584	1275
1598	1242
1599	1242
1629	1300
1631	1302
1632	1336
1659	1281
1685	1333
1694	1339
1697	1342
1739	1398
1746	1361
1747	1361
1748	1362
1749	1364
1759	1372
1760	1374
1761	1374
1762	1376
1763	1376
1765	1378
1767	1380
1770	1350
1771	1350
1772	1384
1799	1433
1800	1434
1811	1403
1813	1405
1816	1408
1817	1409
1820	1411
1821	1411
1822	1374
1823	1374
1824	1376
1825	1376
1829	1380
1830	1381
1831	1381
1832	1382
1833	1383
1834	1384
1835	1385
1861	1433
1862	1480
1872	1437
1873	1438
1874	1439
1878	1443
1884	1413
1887	1451
1891	1419
1893	1420
1894	1421
1895	1422
1896	1423
1897	1424
1898	1425
1928	1482
1929	1484
1930	1485
1931	1486
1977	1522
1978	1524
1979	1525
1981	1527
1982	1528
2035	1573
2036	1574
2041	1533
2080	1660
2082	1663
2084	1617
2085	1617
2086	1619
2087	1620
2133	1671
2135	1672
2137	1622
2141	1623
2185	1718
2186	1720
2187	1721
2229	1718
2230	1760
2268	1800
2306	1838
2345	1915
2346	1877
2347	1878
2381	1873
2382	1952
2383	1915
2384	1917
2421	1991
2460	2026
2461	1991
2462	1994
2499	2026
2501	2029
2536	2077
2570	2077
41	23
42	23
80	18
81	19
82	21
83	22
84	22
85	23
128	8
129	10
130	11
131	11
133	14
134	15
135	16
136	17
138	53
139	54
140	55
141	57
142	57
144	94
145	95
146	96
147	97
150	137
151	138
152	139
157	177
158	178
159	179
160	180
163	182
186	3
187	4
188	5
189	6
190	7
191	8
192	9
193	10
194	12
195	13
196	48
197	49
198	51
199	51
200	87
201	89
202	90
203	90
204	91
205	92
206	130
207	131
208	132
209	133
210	134
211	135
212	136
213	137
214	172
215	173
216	174
217	175
218	175
220	223
223	226
224	227
225	227
226	228
245	0
246	1
247	1
248	38
249	38
250	40
251	41
252	42
253	44
254	44
255	45
256	83
257	83
258	85
259	86
260	86
261	87
262	125
263	126
264	127
265	128
266	164
267	130
268	131
269	166
270	167
271	134
272	136
273	136
274	172
275	172
276	172
277	174
278	175
279	176
280	177
281	223
282	278
283	225
284	226
285	227
286	282
287	228
307	34
308	70
309	71
310	72
311	73
312	75
313	76
314	77
315	79
316	79
317	80
318	119
319	120
320	121
321	122
322	122
323	159
324	159
325	126
328	164
329	164
330	211
331	166
332	213
333	214
334	215
335	270
337	272
338	273
339	220
340	275
341	276
342	276
343	223
344	224
345	279
346	280
347	281
348	282
369	69
370	70
371	108
372	108
373	111
374	111
375	112
376	149
377	115
378	151
379	117
380	153
381	154
382	155
383	156
386	259
387	260
388	207
389	208
390	263
391	264
394	267
395	329
399	272
400	272
402	275
405	338
406	404
407	340
408	341
410	342
431	142
432	142
433	143
434	190
435	191
436	193
437	194
438	195
439	196
440	197
441	199
442	200
443	200
444	256
445	257
446	319
447	320
448	260
450	323
451	325
452	325
453	326
454	327
457	395
458	396
460	398
461	399
462	400
467	468
468	469
469	470
470	471
471	471
472	472
495	186
496	186
498	244
499	244
500	192
501	247
502	248
503	249
504	250
505	251
506	253
507	254
508	254
509	317
510	318
511	319
512	320
513	321
514	322
515	323
516	324
517	325
518	391
519	327
520	393
521	394
522	395
523	396
524	396
525	398
526	399
527	399
528	464
530	466
531	467
532	468
533	469
534	470
535	471
536	471
537	472
560	240
561	240
562	242
563	304
564	305
565	306
566	308
567	309
568	310
569	312
570	312
571	313
572	314
573	381
574	317
575	382
576	384
577	385
578	386
579	387
580	452
583	455
584	456
585	457
586	459
587	459
588	459
592	528
593	530
594	530
595	531
596	532
597	533
598	534
602	602
626	367
627	367
628	369
630	371
631	373
633	375
634	375
635	377
636	378
637	444
638	445
639	446
640	447
641	448
642	449
643	450
644	451
645	453
647	519
648	520
649	521
650	523
651	523
652	524
653	525
654	526
655	592
656	593
657	594
658	594
659	595
661	597
662	598
690	431
691	432
692	432
694	435
695	437
696	438
697	503
699	507
700	508
701	509
702	510
703	510
705	513
706	514
707	514
710	583
711	585
712	585
713	586
714	587
715	588
716	589
722	660
724	662
725	663
726	664
752	495
753	495
754	496
755	498
757	501
760	570
762	572
764	573
765	575
766	575
767	576
768	578
771	581
773	649
774	649
775	650
776	651
777	652
780	655
781	656
786	717
787	718
790	721
818	625
819	561
820	562
821	564
825	634
828	638
830	640
831	641
832	642
842	710
843	710
849	768
852	771
853	771
854	772
878	626
882	692
883	693
885	695
890	701
893	758
901	763
912	822
913	823
916	825
944	751
947	753
985	803
991	813
992	860
995	863
998	865
1035	846
1039	857
1041	860
1042	861
1043	863
1051	903
1054	907
1055	907
1058	910
1086	887
1089	890
1090	892
1091	893
1092	936
1097	938
1103	941
1104	942
1137	918
1140	964
1142	968
1143	935
1144	936
1160	978
1161	978
1192	952
1193	1000
1195	963
1196	964
1205	1008
1218	1017
1219	1017
1250	997
1256	1046
1259	1007
1272	1060
1295	1039
1297	1078
1309	1085
1320	1086
1347	1106
1363	1117
1364	1118
1365	1119
1368	1125
1403	1149
1404	1150
1407	1153
1418	1161
1422	1165
1448	1180
1449	1184
1451	1186
1456	1191
1457	1192
1461	1196
1467	1200
1478	1206
1481	1169
1482	1210
1507	1221
1508	1223
1509	1225
1510	1226
1511	1228
1514	1233
1516	1234
1524	1239
1536	1242
1539	1208
1540	1209
1541	1210
1567	1261
1581	1273
1584	1275
1598	1242
1599	1242
1629	1300
1631	1302
1632	1336
1659	1280
1685	1333
1694	1339
1697	1342
1739	1398
1746	1361
1747	1361
1748	1362
1753	1367
1759	1372
1760	1374
1761	1374
1762	1376
1763	1376
1765	1378
1767	1380
1770	1350
1771	1383
1772	1384
1773	1385
1799	1433
1800	1434
1811	1403
1813	1405
1815	1406
1816	1408
1817	1409
1818	1409
1820	1411
1821	1411
1822	1374
1823	1374
1824	1376
1825	1376
1829	1380
1830	1381
1831	1381
1832	1382
1833	1383
1834	1384
1835	1385
1861	1433
1862	1480
1872	1437
1874	1439
1878	1443
1884	1413
1887	1451
1891	1419
1893	1420
1894	1421
1895	1422
1896	1423
1897	1424
1898	1425
1928	1482
1929	1484
1930	1485
1931	1486
1977	1522
1978	1524
1979	1525
1981	1527
1982	1528
2036	1574
2041	1533
2080	1660
2082	1663
2084	1617
2085	1617
2087	1620
2133	1671
2135	1672
2137	1622
2141	1623
2185	1718
2186	1720
2187	1721
2228	1717
2229	1718
2230	1760
2268	1800
2305	1915
2306	1838
2345	1915
2346	1877
2347	1878
2381	1873
2382	1952
2383	1915
2384	1917
2421	1991
2460	2026
2461	1991
2462	2029
2463	1994
2499	2026
2501	2029
2502	1994
2536	2077
2570	2077
41	23
42	23
80	18
81	19
82	21
83	22
84	22
85	58
128	8
129	10
130	11
131	12
132	14
133	14
134	15
135	16
136	17
137	53
138	54
139	54
140	55
141	57
142	57
144	94
145	95
146	96
147	97
148	135
149	137
150	137
151	138
152	139
156	177
157	177
158	178
159	179
160	180
163	182
186	3
187	4
188	5
189	6
190	7
191	8
192	9
193	10
194	12
195	13
196	48
197	49
198	51
199	51
200	87
201	89
202	90
203	90
204	91
205	92
206	130
207	131
208	132
209	133
210	134
211	135
212	136
213	137
214	172
215	173
216	174
217	175
218	175
220	223
223	226
224	227
225	227
226	228
245	0
246	1
247	37
248	38
249	38
250	40
251	41
252	43
253	44
254	45
255	45
256	83
257	83
258	85
259	86
260	86
261	87
262	125
263	126
264	127
265	128
266	164
267	130
268	131
269	166
270	167
271	134
273	136
274	172
275	172
276	172
277	174
278	220
279	176
280	222
281	223
282	278
283	279
284	226
285	280
286	282
287	282
307	34
308	70
309	71
310	72
311	73
312	75
313	76
314	77
315	79
316	79
317	80
318	119
319	120
320	121
321	122
322	122
323	159
324	159
325	160
327	208
328	164
329	211
330	211
331	166
332	213
333	214
334	215
335	270
336	272
337	272
338	273
339	220
340	275
341	276
342	276
343	223
344	224
345	279
346	280
347	281
348	342
369	69
370	70
371	108
372	108
373	111
374	111
375	112
376	149
377	115
378	151
379	117
380	153
381	154
382	155
383	156
386	259
387	260
388	207
389	208
390	263
391	264
392	211
394	267
395	329
399	272
400	272
402	275
405	338
406	404
407	340
408	341
410	342
431	142
432	142
433	143
434	190
435	191
436	193
437	194
438	195
439	196
440	198
441	198
442	200
443	200
444	256
445	257
446	319
447	320
448	260
450	323
451	325
452	325
453	326
454	327
457	395
458	396
460	398
461	399
462	400
467	468
468	469
469	470
470	471
471	471
472	472
495	186
496	186
498	244
499	244
500	192
501	247
502	248
503	249
504	250
505	251
506	253
507	254
508	315
509	317
510	318
511	319
512	320
513	321
514	322
515	323
516	324
517	325
518	391
519	327
520	393
521	394
522	395
523	396
524	396
525	398
526	399
527	463
528	464
530	466
531	467
532	468
533	469
534	470
535	471
536	471
537	472
560	240
561	240
562	303
563	304
564	305
565	306
566	308
567	309
568	310
569	312
570	312
571	313
572	314
573	381
574	383
575	382
576	384
577	385
578	386
579	387
580	452
582	454
583	455
584	456
585	457
586	459
587	459
588	459
592	528
593	530
594	530
595	531
596	532
597	533
598	534
602	602
626	367
627	367
628	369
630	371
631	373
633	440
634	375
635	377
636	378
637	444
638	445
639	446
640	447
641	448
642	449
643	451
645	453
647	519
648	520
649	521
650	523
651	523
652	524
653	524
654	526
655	592
656	593
657	594
658	594
659	595
660	596
661	597
662	598
690	431
691	432
692	433
693	434
694	435
695	437
696	438
697	503
699	507
700	508
701	509
702	510
703	510
705	513
706	514
707	514
708	581
710	583
711	585
712	585
713	586
714	587
715	588
716	589
722	660
724	662
725	663
726	664
752	495
753	495
754	496
755	498
757	501
760	569
764	573
765	575
766	575
767	576
768	578
773	649
774	649
775	650
776	651
777	652
780	655
781	656
785	717
786	717
787	718
790	721
818	625
819	561
820	562
821	564
825	634
827	636
828	638
830	640
831	641
832	642
842	710
843	710
849	768
850	769
852	771
853	771
854	772
878	626
882	692
883	693
885	695
889	755
890	701
901	763
911	821
912	822
913	823
916	825
944	751
947	753
985	803
991	813
992	860
995	863
998	865
1035	846
1039	857
1040	892
1041	860
1042	861
1043	863
1051	903
1054	907
1055	907
1058	910
1086	887
1089	890
1090	892
1091	893
1097	938
1103	941
1104	942
1137	918
1140	964
1142	968
1160	978
1161	978
1192	952
1193	1000
1195	963
1196	964
1205	1008
1218	1017
1219	1017
1250	997
1256	1046
1295	1039
1297	1078
1309	1085
1320	1086
1363	1117
1364	1118
1365	1119
1368	1125
1403	1149
1404	1150
1407	1153
1418	1161
1422	1165
1449	1184
1451	1186
1456	1191
1457	1192
1461	1196
1466	1198
1467	1200
1478	1206
1482	1210
1507	1221
1508	1223
1509	1225
1510	1226
1511	1228
1514	1233
1516	1234
1524	1239
1536	1242
1539	1208
1540	1209
1567	1261
1581	1273
1584	1275
1629	1300
1631	1302
1632	1336
1651	1312
1685	1333
1694	1339
1697	1342
1739	1398
1746	1361
1747	1361
1748	1362
1753	1367
1755	1369
1756	1371
1759	1372
1760	1374
1761	1374
1762	1376
1763	1376
1765	1378
1767	1380
1770	1350
1771	1383
1772	1384
1773	1385
1799	1433
1800	1434
1811	1403
1813	1405
1814	1405
1815	1406
1816	1408
1817	1409
1818	1409
1820	1411
1821	1411
1822	1374
1823	1374
1824	1376
1825	1376
1828	1418
1829	1380
1830	1381
1831	1381
1832	1382
1833	1383
1834	1384
1835	1385
1861	1433
1862	1480
1872	1437
1874	1439
1876	1440
1877	1442
1878	1443
1883	1411
1884	1413
1887	1451
1891	1419
1893	1420
1894	1421
1895	1422
1896	1423
1897	1424
1898	1425
1928	1482
1929	1484
1930	1485
1931	1486
1977	1522
1978	1524
1979	1524
1981	1527
1982	1528
1984	1529
1986	1530
2036	1574
2041	1533
2080	1660
2082	1663
2084	1616
2085	1617
2087	1620
2133	1671
2134	1671
2135	1672
2141	1623
2185	1718
2186	1720
2187	1721
2228	1717
2229	1718
2230	1760
2231	1721
2268	1800
2269	1838
2305	1915
2306	1838
2345	1915
2346	1877
2347	1878
2381	1873
2382	1952
2383	1915
2384	1917
2421	1991
2460	2026
2461	1991
2462	2029
2463	1994
2499	2026
2501	2029
2502	1994
2536	2077
2570	2077
41	23
42	23
80	18
81	19
82	21
83	22
84	57
85	58
127	8
128	8
129	10
130	11
131	12
132	14
133	14
134	15
135	16
136	17
137	53
138	54
139	54
140	55
141	57
143	94
144	94
145	95
146	96
147	97
148	135
149	137
150	137
151	138
152	139
156	177
157	177
158	179
159	179
160	180
163	182
186	3
187	4
188	5
189	6
190	7
191	9
192	9
193	10
194	12
195	13
196	48
197	49
198	51
199	51
200	87
201	88
202	90
203	90
204	91
205	92
206	130
207	131
208	132
209	133
210	134
211	135
212	136
213	137
214	172
215	173
216	174
217	175
218	175
220	223
223	226
224	227
225	227
226	228
245	0
246	1
247	37
248	38
249	38
250	40
251	41
252	78
253	78
254	45
255	45
256	83
257	83
258	85
259	86
260	86
261	87
262	125
263	126
264	127
265	128
266	164
267	165
268	131
269	166
270	167
271	134
272	215
273	136
274	172
275	218
276	172
277	174
278	220
279	176
280	222
281	223
282	278
283	279
284	226
285	280
286	282
287	282
307	34
308	70
309	71
310	72
311	73
312	75
313	76
314	77
315	79
316	79
317	118
318	119
319	120
320	121
321	122
322	122
323	159
324	159
325	160
327	208
328	164
329	211
330	211
331	166
332	213
333	214
334	215
335	270
336	272
337	272
338	273
339	220
340	275
341	276
342	276
343	338
345	279
346	341
347	281
348	342
369	69
370	107
371	108
372	108
373	145
374	111
375	112
376	149
377	115
378	151
379	117
380	153
381	154
382	155
383	156
386	259
387	260
388	207
389	208
390	263
391	264
392	211
393	266
394	267
395	329
399	272
400	272
401	334
402	336
404	402
405	338
406	404
407	340
408	341
409	406
410	342
431	142
432	142
433	143
434	190
435	191
436	193
437	194
438	195
439	196
440	198
441	198
442	200
443	200
444	256
445	257
446	319
447	320
448	260
450	323
451	325
452	325
453	326
454	327
457	395
458	396
460	398
461	399
462	400
467	468
468	469
469	470
470	471
471	471
472	472
495	186
496	186
498	244
499	244
500	247
501	247
502	248
503	249
504	250
505	251
506	253
507	254
508	315
509	317
510	318
511	319
512	320
513	321
514	322
515	323
516	389
517	390
518	391
519	327
520	393
521	394
522	395
523	396
524	396
525	462
526	399
527	463
528	464
530	466
531	467
532	468
533	469
534	470
535	471
536	471
537	472
560	240
561	302
562	303
563	304
564	305
565	306
566	308
567	309
568	310
569	312
570	312
571	313
573	381
574	383
575	382
576	384
577	385
578	386
579	387
580	452
582	454
583	455
584	456
585	457
586	459
587	459
588	459
592	528
593	530
594	530
595	531
596	532
597	533
598	534
599	599
601	601
602	602
626	367
627	367
628	369
630	371
631	373
633	440
635	442
636	378
637	444
638	445
639	446
640	447
641	448
642	449
643	451
647	519
648	520
649	521
650	523
651	523
652	524
653	524
654	526
655	592
656	593
657	594
658	594
659	595
660	596
661	597
662	598
690	431
691	432
692	433
693	434
695	437
696	438
697	503
699	507
700	508
701	509
702	510
703	510
705	513
706	514
708	581
710	583
711	585
712	585
713	586
714	587
715	588
716	589
722	660
724	662
725	663
726	664
752	495
753	496
754	496
755	498
757	501
760	569
764	573
765	575
766	576
767	576
773	649
774	649
775	650
776	651
777	652
780	655
781	656
785	717
786	717
787	718
790	721
818	625
819	561
820	562
821	564
822	630
825	634
827	636
828	638
830	640
831	641
832	642
842	710
843	710
849	768
850	769
852	771
853	771
854	772
878	626
882	692
883	693
885	695
889	755
890	701
901	763
911	821
912	822
913	823
916	825
944	751
947	753
985	803
986	804
991	813
992	860
995	863
998	865
1039	857
1040	892
1041	860
1043	863
1051	903
1054	907
1055	907
1086	887
1090	892
1091	893
1097	938
1103	941
1104	942
1137	918
1140	964
1142	968
1160	978
1161	978
1192	952
1193	1000
1195	963
1196	964
1205	1008
1218	1017
1219	1017
1250	996
1256	1046
1295	1039
1297	1078
1309	1085
1320	1086
1357	1114
1363	1117
1364	1118
1365	1118
1368	1125
1403	1149
1404	1149
1407	1153
1418	1161
1422	1165
1449	1184
1451	1186
1456	1191
1457	1192
1461	1196
1466	1198
1467	1200
1478	1206
1482	1210
1507	1221
1508	1223
1509	1225
1510	1226
1511	1228
1514	1233
1516	1234
1524	1239
1536	1242
1541	1245
1567	1261
1581	1273
1584	1275
1629	1300
1631	1302
1632	1336
1651	1312
1659	1316
1685	1333
1694	1339
1697	1342
1739	1398
1746	1361
1747	1361
1748	1362
1753	1367
1755	1369
1756	1371
1759	1372
1760	1374
1761	1374
1762	1376
1763	1376
1765	1378
1766	1379
1767	1380
1770	1382
1771	1383
1772	1384
1773	1385
1799	1433
1800	1434
1811	1403
1813	1405
1814	1405
1815	1406
1816	1408
1817	1409
1818	1409
1820	1411
1821	1411
1822	1412
1823	1374
1824	1376
1825	1415
1828	1418
1829	1380
1830	1381
1831	1381
1832	1382
1833	1383
1834	1384
1835	1385
1861	1433
1862	1480
1872	1437
1874	1439
1876	1440
1877	1442
1878	1443
1883	1411
1884	1413
1887	1451
1891	1419
1893	1420
1894	1421
1895	1422
1896	1423
1897	1424
1898	1425
1928	1482
1929	1484
1930	1485
1931	1486
1977	1522
1978	1524
1979	1524
1981	1527
1982	1528
1984	1529
1986	1530
1996	1541
2036	1574
2041	1533
2080	1660
2082	1663
2084	1616
2085	1617
2087	1620
2133	1671
2134	1671
2135	1672
2141	1720
2185	1718
2186	1720
2187	1721
2228	1717
2229	1718
2230	1760
2231	1760
2268	1800
2269	1838
2305	1915
2306	1838
2307	1838
2344	1873
2345	1915
2346	1877
2347	1878
2381	1913
2382	1952
2383	1915
2384	1917
2421	1991
2460	2026
2461	1991
2462	2029
2463	1994
2499	2026
2501	2029
2502	2029
2536	2077
2549	2039
2570	2077
39	21
41	23
42	23
80	18
81	19
82	21
83	22
84	57
85	58
127	8
128	8
129	10
130	11
131	12
132	14
133	14
134	15
135	16
136	17
137	53
138	54
139	54
140	55
141	57
143	94
144	94
145	95
146	96
147	97
148	135
149	137
150	137
151	138
152	139
154	174
155	176
156	177
157	177
158	179
159	179
160	180
163	182
186	3
187	4
188	5
189	6
190	7
191	9
192	43
193	10
194	12
195	13
196	48
197	49
198	51
199	51
200	87
201	88
202	90
203	127
204	91
205	92
206	130
207	131
208	132
209	133
210	134
211	135
212	136
213	137
214	172
215	173
216	174
217	175
218	175
220	223
223	226
224	227
225	227
226	228
245	0
246	1
247	37
248	38
249	38
250	40
251	41
252	78
253	78
254	45
255	45
256	82
257	83
258	84
259	86
260	86
261	124
262	125
263	126
264	127
265	128
266	164
267	165
268	165
269	166
270	167
271	134
272	215
274	172
275	218
276	172
277	174
278	221
279	275
280	222
281	223
282	278
283	279
284	226
285	280
286	281
287	282
306	34
307	34
308	70
309	71
310	72
311	73
312	75
313	76
314	77
315	79
316	117
317	118
318	119
319	120
320	121
321	122
322	122
323	159
324	159
325	160
327	208
328	164
329	211
330	211
331	166
332	213
333	214
334	215
335	270
336	271
337	272
338	273
339	273
340	275
341	276
342	276
343	338
344	339
345	279
346	341
347	281
348	342
369	69
370	107
371	108
372	108
373	145
374	145
