
iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
5 4394.92 -2.03887 -3.04812 16.6482 0.00628131 -0.000190714 -0.0100955 1.67286 0.79206 -11.3058 -23.218 -2.72949 -2.76173 
6 4394.92 -2.03887 -3.04813 16.6482 0.00628057 -0.000190817 -0.0100957 1.67208 0.800072 -11.3069 -70.5886 -8.80965 -8.42316 
7 4394.92 -2.03887 -3.04813 16.6482 0.00627908 -0.000191023 -0.010096 1.67053 0.816097 -11.3092 -165.33 -20.97 -19.746 
8 4394.92 -2.03888 -3.04813 16.6483 0.00627768 -0.000191217 -0.0100963 1.66907 0.831254 -11.3113 -254.941 -32.4719 -30.4558 
9 4394.92 -2.03888 -3.04813 16.6483 0.0062777 -0.000191231 -0.0100965 1.66912 0.831263 -11.3112 -254.795 -32.4742 -31.0998 
10 4394.92 -2.03889 -3.04814 16.6484 0.00627774 -0.000191258 -0.0100968 1.66921 0.831281 -11.3111 -254.501 -32.4789 -32.3879 
11 4394.92 -2.03891 -3.04815 16.6485 0.00627781 -0.000191312 -0.0100973 1.6694 0.831318 -11.3108 -253.915 -32.4883 -34.9641 
12 4394.92 -2.03895 -3.04816 16.6487 0.00627795 -0.00019142 -0.0100985 1.66978 0.831391 -11.3102 -252.742 -32.507 -40.1165 
13 4394.91 -2.03903 -3.0482 16.6493 0.00627824 -0.000191635 -0.0101008 1.67053 0.831537 -11.3091 -250.397 -32.5444 -50.4212 
14 4394.9 -2.03918 -3.04827 16.6503 0.00627882 -0.000192067 -0.0101055 1.67204 0.83183 -11.3069 -245.705 -32.6194 -71.0307 
15 4394.87 -2.03948 -3.04842 16.6524 0.00627998 -0.000192931 -0.0101148 1.67505 0.832415 -11.3024 -236.323 -32.7697 -112.25 
16 4394.83 -2.04009 -3.0487 16.6565 0.00628229 -0.000194658 -0.0101335 1.68108 0.833586 -11.2934 -217.561 -33.0719 -194.688 
17 4394.74 -2.04131 -3.04928 16.6647 0.00628692 -0.000198112 -0.0101708 1.69314 0.835928 -11.2755 -180.043 -33.6828 -359.563 
18 4394.59 -2.04375 -3.05043 16.6812 0.00629618 -0.000205021 -0.0102453 1.71725 0.840614 -11.2396 -105.032 -34.9299 -689.313 
19 4394.36 -2.04863 -3.05273 16.7142 0.00631469 -0.000218839 -0.0103945 1.76546 0.849996 -11.1678 44.8883 -37.526 -1348.81 
20 4394.22 -2.0584 -3.05732 16.7801 0.00635172 -0.000246474 -0.0106929 1.86179 0.868799 -11.0242 344.323 -43.1256 -2667.8 
21 4394.21 -2.05696 -3.05665 16.7705 0.00634629 -0.00024242 -0.0106491 1.84767 0.866038 -11.0453 300.439 -42.2703 -2474.34 
22 4394.1 -2.0584 -3.05732 16.7801 0.00634629 -0.00024571 -0.0106481 1.80904 0.863714 -11.0306 325.236 -256.403 -2446.87 
23 4393.88 -2.06126 -3.05867 16.7995 0.0063463 -0.000252289 -0.0106462 1.73177 0.859067 -11.0011 374.829 -684.667 -2391.94 
24 4393.45 -2.06699 -3.06137 16.8382 0.00634631 -0.000265446 -0.0106424 1.57724 0.849773 -10.9421 474.016 -1541.19 -2282.07 
25 4392.63 -2.07844 -3.06676 16.9156 0.00634632 -0.000291761 -0.0106348 1.26818 0.83118 -10.8241 672.394 -3254.2 -2062.32 
26 4391.18 -2.10135 -3.07755 17.0703 0.00634636 -0.000344391 -0.0106196 0.65006 0.793982 -10.5881 1069.16 -6680.09 -1622.8 
27 4388.98 -2.14716 -3.09913 17.3799 0.00634643 -0.000449651 -0.0105891 -0.586165 0.719534 -10.1163 1862.74 -13531.4 -743.714 
28 4387.45 -2.23879 -3.14229 17.999 0.00634658 -0.00066017 -0.0105282 -3.05857 0.570433 -9.17299 3450.06 -27231.8 1014.72 
29 4387.43 -2.22984 -3.13808 17.9386 0.00634656 -0.000639618 -0.0105341 -2.81719 0.585002 -9.26507 3295.08 -25894.4 843.031 
30 4382.03 -2.22984 -3.13808 17.9386 0.00629436 -0.000229418 -0.0105475 1.5044 1.1051 -8.76146 262.377 -15.9025 -1968.43 
31 4381.6 -2.22984 -3.13808 17.9386 0.00623552 -0.00019201 -0.0101397 1.34281 1.15316 -8.7891 -469.881 -51.9194 -194.78 
32 4381.6 -2.22984 -3.13808 17.9386 0.00623139 -0.000189383 -0.010111 1.33145 1.15654 -8.79105 -521.355 -54.4918 -70.1933 
33 4381.59 -2.22984 -3.13808 17.9386 0.00623938 -0.000188312 -0.0101077 1.33726 1.06807 -8.77869 0.165447 -0.154743 0.0641783 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4381.47 -2.22984 -3.13808 17.9386 0.00676258 -0.000572957 -0.0101348 0.413754 -0.0937635 -11.4725 146.644 -238.503 7433.34 
2 4377.66 -2.22984 -3.13808 17.9386 0.00684275 -0.000620673 -0.010778 0.784214 -0.038889 -11.4308 529.662 491.66 4475.44 
3 4375.74 -2.22984 -3.13808 17.9386 0.0070031 -0.000716105 -0.0120644 1.52361 0.071104 -11.3476 1288.1 1943.52 -1439.84 
4 4375.51 -2.22984 -3.13808 17.9386 0.00696353 -0.000692559 -0.0117471 1.34137 0.0439351 -11.3681 1101.91 1586.35 19.564 
5 4375.48 -2.22984 -3.13808 17.9386 0.00694714 -0.000718222 -0.0117555 1.08571 0.230787 -11.4262 0.0253797 0.0068162 -0.319119 
6 4375.48 -2.22985 -3.13808 17.9386 0.00694709 -0.000718202 -0.0117546 1.0847 0.230027 -11.4261 3.6169 -3.87131 4.50236 
7 4375.48 -2.22985 -3.13808 17.9387 0.006947 -0.000718164 -0.0117528 1.08268 0.228505 -11.4261 10.7999 -11.6276 14.1453 
8 4375.48 -2.22986 -3.13809 17.9388 0.00694682 -0.000718086 -0.0117493 1.07863 0.225462 -11.426 25.1659 -27.1402 33.4313 
9 4375.47 -2.22989 -3.13809 17.939 0.00694646 -0.000717931 -0.0117422 1.07053 0.219376 -11.4257 53.8977 -58.1657 72.0031 
10 4375.47 -2.22994 -3.1381 17.9395 0.00694574 -0.000717621 -0.011728 1.05434 0.207203 -11.4253 111.36 -120.218 149.147 
11 4375.46 -2.23003 -3.13812 17.9405 0.00694431 -0.000717002 -0.0116996 1.02197 0.182858 -11.4243 226.282 -244.326 303.435 
12 4375.46 -2.23011 -3.13814 17.9414 0.00694311 -0.000716486 -0.0116759 0.994998 0.162578 -11.4236 322.003 -347.707 431.95 
13 4375.46 -2.23019 -3.13816 17.9422 0.00693434 -0.000707794 -0.0116624 1.06864 0.234803 -11.4216 -121.17 118.483 399.559 
14 4375.46 -2.23021 -3.13816 17.9425 0.00693179 -0.000705271 -0.0116585 1.09 0.255761 -11.421 -249.77 253.762 390.16 
15 4375.45 -2.23024 -3.13816 17.9427 0.00693176 -0.0007053 -0.0116585 1.08966 0.256116 -11.4206 -251.548 252.031 390.093 
16 4375.45 -2.23028 -3.13817 17.9432 0.00693169 -0.000705359 -0.0116585 1.08899 0.256825 -11.4198 -255.105 248.568 389.959 
17 4375.44 -2.23038 -3.13819 17.9442 0.00693156 -0.000705475 -0.0116585 1.08763 0.258244 -11.4182 -262.219 241.642 389.691 
18 4375.41 -2.23056 -3.13823 17.9461 0.00693129 -0.000705707 -0.0116586 1.08491 0.261081 -11.415 -276.447 227.791 389.155 
19 4375.37 -2.23093 -3.13831 17.95 0.00693075 -0.000706171 -0.0116586 1.07948 0.266756 -11.4086 -304.902 200.088 388.083 
20 4375.28 -2.23167 -3.13847 17.9578 0.00692967 -0.000707101 -0.0116588 1.06862 0.278104 -11.3958 -361.814 144.683 385.939 
21 4375.1 -2.23315 -3.13878 17.9734 0.00692751 -0.000708959 -0.0116592 1.0469 0.300802 -11.3701 -475.635 33.8733 381.652 
22 4374.75 -2.23611 -3.13941 18.0045 0.0069232 -0.000712675 -0.0116598 1.00345 0.346198 -11.3189 -703.277 -187.744 373.077 
23 4374.05 -2.24202 -3.14067 18.0668 0.00691457 -0.000720107 -0.0116612 0.916554 0.436989 -11.2164 -1158.55 -630.972 355.928 
24 4372.7 -2.25386 -3.14319 18.1913 0.00689731 -0.000734973 -0.0116639 0.742767 0.618571 -11.0115 -2069.07 -1517.4 321.632 
25 4370.16 -2.27753 -3.14822 18.4404 0.0068628 -0.000764703 -0.0116693 0.395199 0.981737 -10.6016 -3889.97 -3290.12 253.049 
26 4365.76 -2.32486 -3.15828 18.9386 0.00679377 -0.000824163 -0.0116801 -0.299914 1.70807 -9.78197 -7531.25 -6835.09 115.917 
27 4359.65 -2.41954 -3.1784 19.935 0.00665572 -0.000943083 -0.0117017 -1.69004 3.16077 -8.14289 -14811.7 -13923.1 -158.213 
28 4358.2 -2.60889 -3.21865 21.9278 0.00637962 -0.00118092 -0.011745 -4.46992 6.06623 -4.86579 -29364.3 -28091.3 -705.931 
29 4357.06 -2.53335 -3.2026 21.1328 0.00648977 -0.00108604 -0.0117277 -3.361 4.90713 -6.17297 -23560.1 -22440.4 -487.515 
30 4348.73 -2.53335 -3.2026 21.1328 0.00686073 -0.000732713 -0.01172 0.288902 0.961103 -5.17489 -113.446 115.207 180.498 
31 4348.72 -2.53335 -3.2026 21.1328 0.00686598 -0.000737925 -0.0117283 0.244871 0.918098 -5.17508 151.215 -163.067 198.972 
32 4348.72 -2.53335 -3.2026 21.1328 0.00686651 -0.000738153 -0.0117394 0.257574 0.927852 -5.17468 105.393 -113.662 138.638 
33 4348.72 -2.53335 -3.2026 21.1328 0.00686758 -0.000738607 -0.0117615 0.282979 0.947361 -5.17387 13.7474 -14.8545 17.9707 
34 4348.72 -2.53335 -3.2026 21.1328 0.00686774 -0.000738676 -0.0117648 0.286794 0.95029 -5.17375 -0.0138949 -0.0185089 -0.148053 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4364.59 -2.53335 -3.2026 21.1328 0.00752566 -0.00117851 -0.0118062 0.144185 -0.483209 -12.8888 305.814 -243.702 9531.09 
2 4358.55 -2.53335 -3.2026 21.1328 0.00762191 -0.00123965 -0.0125905 0.564124 -0.393667 -12.8448 542.284 447.851 5955.35 
3 4354.82 -2.53335 -3.2026 21.1328 0.0078144 -0.00136194 -0.014159 1.40183 -0.214073 -12.7572 1004 1818.14 -1195.54 
4 4354.67 -2.53335 -3.2026 21.1328 0.00778249 -0.00134167 -0.013899 1.26317 -0.24389 -12.7717 928.504 1592.18 -10.2664 
5 4354.64 -2.53335 -3.2026 21.1328 0.00776849 -0.00136743 -0.0139048 1.00383 -0.0854614 -12.8268 -0.184872 0.0839668 -0.388781 
6 4354.64 -2.53335 -3.2026 21.1328 0.0077689 -0.00136766 -0.0139039 1.0001 -0.0909422 -12.8265 31.4895 -19.3182 9.17026 
7 4354.64 -2.53336 -3.2026 21.1329 0.00776972 -0.00136813 -0.0139022 0.992642 -0.101904 -12.8259 94.8383 -58.1226 28.2883 
8 4354.64 -2.53337 -3.2026 21.133 0.00777135 -0.00136906 -0.0138986 0.977727 -0.123827 -12.8248 221.536 -135.732 66.5245 
9 4354.64 -2.53338 -3.20259 21.1332 0.00777462 -0.00137093 -0.0138914 0.947898 -0.167674 -12.8225 474.931 -290.95 142.997 
10 4354.64 -2.53338 -3.20259 21.1332 0.00777453 -0.00137088 -0.0138916 0.94869 -0.16651 -12.8226 468.205 -286.83 140.967 
11 4354.64 -2.53338 -3.20259 21.1332 0.0077745 -0.00137085 -0.0138915 0.948727 -0.16639 -12.8226 467.348 -286.258 141.508 
12 4354.64 -2.53339 -3.20259 21.1332 0.00777443 -0.00137081 -0.0138912 0.948802 -0.166148 -12.8226 465.634 -285.114 142.59 
13 4354.64 -2.53339 -3.20259 21.1333 0.00777431 -0.00137071 -0.0138905 0.948952 -0.165666 -12.8226 462.206 -282.826 144.754 
14 4354.64 -2.53339 -3.20259 21.1333 0.00777405 -0.00137053 -0.0138893 0.949253 -0.164701 -12.8226 455.351 -278.25 149.083 
15 4354.64 -2.5334 -3.20259 21.1334 0.00777353 -0.00137015 -0.0138868 0.949853 -0.162771 -12.8225 441.64 -269.099 157.739 
16 4354.64 -2.53341 -3.20259 21.1336 0.0077725 -0.00136941 -0.0138819 0.951055 -0.158911 -12.8225 414.217 -250.796 175.052 
17 4354.63 -2.53345 -3.20259 21.134 0.00777043 -0.00136791 -0.0138721 0.953457 -0.151191 -12.8223 359.372 -214.19 209.678 
18 4354.63 -2.53351 -3.20258 21.1348 0.0077663 -0.00136492 -0.0138524 0.958261 -0.135751 -12.8221 249.68 -140.981 278.93 
19 4354.62 -2.53364 -3.20257 21.1365 0.00775805 -0.00135895 -0.013813 0.967866 -0.104868 -12.8216 30.2883 5.42781 417.435 
20 4354.62 -2.53371 -3.20257 21.1374 0.00775332 -0.00135553 -0.0137904 0.97336 -0.0871954 -12.8213 -95.2572 89.2018 496.692 
21 4354.6 -2.53378 -3.20256 21.1383 0.00775292 -0.00135615 -0.0137904 0.966702 -0.0828837 -12.8208 -119.451 50.1052 497.512 
22 4354.58 -2.53393 -3.20255 21.1402 0.00775211 -0.0013574 -0.0137904 0.953386 -0.0742603 -12.82 -167.839 -28.088 499.151 
23 4354.53 -2.53422 -3.20252 21.1439 0.00775049 -0.00135991 -0.0137903 0.926754 -0.0570135 -12.8183 -264.614 -184.474 502.43 
24 4354.44 -2.5348 -3.20247 21.1513 0.00774725 -0.00136491 -0.0137901 0.873491 -0.02252 -12.8148 -458.163 -497.246 508.989 
25 4354.26 -2.53596 -3.20237 21.1661 0.00774077 -0.00137492 -0.0137898 0.766964 0.0464669 -12.808 -845.262 -1122.79 522.105 
26 4353.93 -2.53828 -3.20218 21.1958 0.00772781 -0.00139494 -0.0137891 0.553912 0.18444 -12.7943 -1619.45 -2373.86 548.338 
27 4353.38 -2.54292 -3.20178 21.2551 0.00770189 -0.00143498 -0.0137879 0.12781 0.460386 -12.7669 -3167.82 -4875.95 600.801 
28 4352.71 -2.55221 -3.20099 21.3738 0.00765006 -0.00151506 -0.0137853 -0.724381 1.01227 -12.7121 -6264.46 -9879.98 705.719 
29 4352.58 -2.55839 -3.20046 21.4528 0.00761557 -0.00156834 -0.0137836 -1.29143 1.3795 -12.6758 -8324.95 -13209.6 775.527 
30 4350.64 -2.55839 -3.20046 21.4528 0.00774753 -0.00135895 -0.0137959 0.896461 -0.014322 -12.2031 -89.3554 86.243 472.78 
31 4350.62 -2.55839 -3.20046 21.4528 0.0077676 -0.00137358 -0.0138924 0.872469 -0.0882298 -12.1966 443.16 -269.369 132.642 
32 4350.62 -2.55839 -3.20046 21.4528 0.00776185 -0.00137034 -0.0139048 0.924125 -0.0114189 -12.1998 -0.279454 -0.0864229 -0.363269 
33 4350.62 -2.55839 -3.20046 21.4528 0.00776198 -0.00137014 -0.0139048 0.926283 -0.0127712 -12.1993 7.7164 13.0766 -0.629523 
34 4350.62 -2.5584 -3.20046 21.4528 0.00776223 -0.00136972 -0.0139048 0.930601 -0.0154757 -12.1983 23.7081 39.4027 -1.16203 
35 4350.62 -2.5584 -3.20046 21.4529 0.00776274 -0.00136889 -0.0139048 0.939235 -0.0208848 -12.1963 55.6915 92.055 -2.22705 
36 4350.61 -2.55841 -3.20046 21.453 0.00776375 -0.00136722 -0.0139048 0.956504 -0.0317029 -12.1924 119.658 197.359 -4.35708 
37 4350.61 -2.55843 -3.20046 21.4532 0.00776577 -0.00136389 -0.0139048 0.991043 -0.053339 -12.1845 247.592 407.968 -8.61719 
38 4350.61 -2.55844 -3.20046 21.4534 0.00776763 -0.00136082 -0.0139048 1.0228 -0.0732337 -12.1773 365.228 601.625 -12.5344 
39 4350.61 -2.55846 -3.20046 21.4536 0.00776763 -0.00136083 -0.0139048 1.02266 -0.0732914 -12.1769 365.798 601.252 -12.1894 
40 4350.6 -2.55849 -3.20046 21.4541 0.00776763 -0.00136083 -0.0139046 1.02239 -0.0734067 -12.1761 366.939 600.506 -11.4995 
41 4350.59 -2.55855 -3.20046 21.4549 0.00776762 -0.00136085 -0.0139044 1.02184 -0.0736374 -12.1745 369.22 599.013 -10.1195 
42 4350.57 -2.55867 -3.20046 21.4565 0.00776761 -0.00136087 -0.013904 1.02075 -0.0740988 -12.1712 373.783 596.029 -7.35958 
43 4350.53 -2.55892 -3.20046 21.4598 0.00776758 -0.00136092 -0.0139031 1.01856 -0.0750217 -12.1647 382.908 590.059 -1.83974 
44 4350.45 -2.55942 -3.20045 21.4664 0.00776753 -0.00136102 -0.0139014 1.01418 -0.0768673 -12.1518 401.158 578.12 9.19994 
45 4350.29 -2.56042 -3.20044 21.4796 0.00776743 -0.00136121 -0.013898 1.00543 -0.0805586 -12.1258 437.658 554.241 31.2793 
46 4349.97 -2.56242 -3.20041 21.5059 0.00776723 -0.00136161 -0.0138911 0.987914 -0.0879414 -12.0739 510.658 506.483 75.4381 
47 4349.33 -2.56641 -3.20036 21.5586 0.00776683 -0.00136239 -0.0138772 0.952891 -0.102707 -11.9702 656.657 410.968 163.756 
48 4348.08 -2.5744 -3.20026 21.6641 0.00776603 -0.00136396 -0.0138496 0.882845 -0.132241 -11.7626 948.65 219.936 340.391 
49 4345.66 -2.59037 -3.20007 21.8749 0.00776443 -0.0013671 -0.0137944 0.742755 -0.191313 -11.3475 1532.61 -162.133 693.663 
50 4341.14 -2.62231 -3.19967 22.2966 0.00776123 -0.00137338 -0.0136839 0.462582 -0.309481 -10.5174 2700.46 -926.293 1400.21 
51 4333.42 -2.68619 -3.19888 23.1399 0.00775483 -0.00138595 -0.0134629 -0.0977358 -0.54591 -8.85702 5035.81 -2454.7 2813.33 
52 4323.24 -2.81395 -3.19729 24.8265 0.00774203 -0.00141107 -0.013021 -1.21826 -1.01914 -5.53633 9705.19 -5511.87 5639.63 
53 4320.06 -2.93565 -3.19578 26.4332 0.00772984 -0.001435 -0.0125999 -2.28551 -1.4704 -2.3731 14151.5 -8424.53 8332.03 
54 4316.78 -2.97615 -3.19527 26.9679 0.00745325 -0.00128072 -0.0126203 -0.687787 1.43248 -1.46005 -2286.64 1490.51 5386.14 
55 4314.93 -2.97615 -3.19527 26.9679 0.00768627 -0.00143262 -0.0131692 -1.55774 -0.222777 -1.3591 8051.99 -4744.1 4703.17 
56 4313.06 -2.97615 -3.19527 26.9679 0.0076507 -0.00142431 -0.0137835 -0.625592 1.00131 -1.39539 1402.51 -762.593 778.559 
57 4313 -2.97615 -3.19527 26.9679 0.00764361 -0.00142266 -0.0139059 -0.439614 1.24531 -1.40262 76.4181 30.9418 -3.99205 
58 4313 -2.97615 -3.19527 26.9679 0.0076423 -0.00142325 -0.0139043 -0.447816 1.25688 -1.40523 6.49639 -16.1733 -0.5845 
59 4313 -2.97615 -3.19527 26.9679 0.00764213 -0.00142299 -0.0139042 -0.445252 1.25848 -1.4051 -3.07174 -0.881904 -2.76624 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4379.75 -2.97615 -3.19527 26.9679 0.0082565 -0.00165188 -0.0139454 0.0390436 -0.943816 -10.9935 573.995 94.8854 8032.4 
2 4375.52 -2.97615 -3.19527 26.9679 0.00833207 -0.00170472 -0.0145958 0.370067 -0.834995 -10.9644 541.23 545.755 5053.96 
3 4372.8 -2.97615 -3.19527 26.9679 0.0084832 -0.0018104 -0.0158967 1.03077 -0.616915 -10.9066 467.899 1438.65 -902.657 
4 4372.72 -2.97615 -3.19527 26.9679 0.00846159 -0.00179529 -0.0157107 0.936408 -0.648134 -10.9148 479.022 1311.7 -50.9509 
5 4372.7 -2.97615 -3.19527 26.9679 0.0084545 -0.00181624 -0.0157137 0.72163 -0.565949 -10.9537 -0.0231324 -0.0560649 -0.208044 
6 4372.7 -2.97615 -3.19527 26.9679 0.00845452 -0.00181623 -0.0157133 0.721178 -0.566637 -10.9536 3.72093 -1.67805 2.21839 
7 4372.7 -2.97615 -3.19527 26.968 0.00845454 -0.00181621 -0.0157125 0.720273 -0.568014 -10.9535 11.2091 -4.92203 7.07125 
8 4372.7 -2.97616 -3.19527 26.9681 0.00845459 -0.00181616 -0.0157109 0.718463 -0.570767 -10.9532 26.1853 -11.41 16.777 
9 4372.7 -2.97617 -3.19526 26.9682 0.00845469 -0.00181607 -0.0157076 0.714843 -0.576273 -10.9526 56.1377 -24.386 36.1884 
10 4372.7 -2.9762 -3.19524 26.9686 0.00845488 -0.0018159 -0.0157011 0.707604 -0.587285 -10.9514 116.042 -50.3382 75.0113 
11 4372.69 -2.97624 -3.1952 26.9693 0.00845527 -0.00181555 -0.015688 0.693126 -0.609309 -10.9489 235.851 -102.244 152.657 
12 4372.68 -2.97634 -3.19513 26.9707 0.00845605 -0.00181484 -0.015662 0.66417 -0.653357 -10.944 475.465 -206.058 307.948 
13 4372.67 -2.97652 -3.19498 26.9736 0.0084576 -0.00181344 -0.0156098 0.606263 -0.741456 -10.9343 954.681 -413.703 618.528 
14 4372.67 -2.9765 -3.195 26.9733 0.00845743 -0.00181359 -0.0156155 0.612596 -0.731821 -10.9353 902.271 -390.992 584.561 
15 4372.67 -2.97652 -3.19498 26.9736 0.00845523 -0.00181241 -0.0156113 0.619567 -0.714605 -10.936 796.295 -341.593 586.399 
16 4372.66 -2.97657 -3.19495 26.9742 0.00845083 -0.00181005 -0.015603 0.63351 -0.680174 -10.9375 584.341 -242.796 590.077 
17 4372.66 -2.97665 -3.19489 26.9754 0.00844204 -0.00180533 -0.0155863 0.661393 -0.611312 -10.9403 160.432 -45.2032 597.432 
18 4372.65 -2.97681 -3.19476 26.9779 0.00842445 -0.00179589 -0.0155529 0.717151 -0.473582 -10.9461 -687.389 349.975 612.146 
19 4372.65 -2.97674 -3.19481 26.9768 0.00843216 -0.00180002 -0.0155675 0.692722 -0.533929 -10.9436 -315.916 176.829 605.699 
20 4372.64 -2.97681 -3.19476 26.9779 0.00843209 -0.00180016 -0.0155675 0.691159 -0.533051 -10.9417 -319.498 168.89 605.904 
21 4372.62 -2.97696 -3.19464 26.9801 0.00843195 -0.00180044 -0.0155676 0.688035 -0.531295 -10.9379 -326.661 153.013 606.315 
22 4372.57 -2.97724 -3.19442 26.9845 0.00843168 -0.00180099 -0.0155677 0.681785 -0.527784 -10.9303 -340.989 121.258 607.137 
23 4372.47 -2.97782 -3.19397 26.9932 0.00843114 -0.0018021 -0.0155678 0.669285 -0.520762 -10.9151 -369.644 57.7497 608.78 
24 4372.28 -2.97897 -3.19306 27.0107 0.00843005 -0.00180432 -0.0155681 0.644287 -0.506717 -10.8847 -426.955 -69.2671 612.066 
25 4371.9 -2.98127 -3.19126 27.0456 0.00842788 -0.00180876 -0.0155688 0.594289 -0.478627 -10.824 -541.574 -323.298 618.638 
26 4371.15 -2.98587 -3.18765 27.1155 0.00842353 -0.00181763 -0.0155701 0.494294 -0.422447 -10.7026 -770.809 -831.35 631.782 
27 4369.7 -2.99508 -3.18043 27.2552 0.00841483 -0.00183539 -0.0155727 0.294305 -0.310086 -10.4598 -1229.26 -1847.41 658.068 
28 4366.97 -3.01349 -3.16599 27.5347 0.00839744 -0.00187089 -0.0155779 -0.105669 -0.0853618 -9.97418 -2146.08 -3879.38 710.632 
29 4362.2 -3.05031 -3.13711 28.0936 0.00836266 -0.00194189 -0.0155883 -0.905601 0.364096 -9.00296 -3979.41 -7942.68 815.727 
30 4355.49 -3.12395 -3.07936 29.2114 0.00829309 -0.00208389 -0.015609 -2.5054 1.26305 -7.06074 -7644.81 -16066.7 1025.79 
31 4353.29 -3.27124 -2.96384 31.4471 0.00815395 -0.0023679 -0.0156506 -5.70474 3.06113 -3.17708 -14970.6 -32304.5 1445.39 
32 4352.36 -3.21922 -3.00464 30.6575 0.00820309 -0.0022676 -0.0156359 -4.57488 2.42608 -4.54854 -12384.2 -26571.4 1297.28 
33 4345.59 -3.21922 -3.00464 30.6575 0.00839764 -0.00185017 -0.0156563 -0.191039 0.339755 -3.69921 -104.14 57.9734 193.505 
34 4345.59 -3.21922 -3.00464 30.6575 0.00840561 -0.00185445 -0.015671 -0.217084 0.276935 -3.69436 283.494 -122.896 189.314 
35 4345.59 -3.21922 -3.00464 30.6575 0.00840518 -0.00185497 -0.0156882 -0.198622 0.305268 -3.69567 131.238 -56.8791 87.5956 
36 4345.59 -3.21922 -3.00464 30.6575 0.00840481 -0.00185541 -0.0157031 -0.182709 0.329687 -3.69679 0.0111923 0.0170654 -0.0725268 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4311.63 -3.21922 -3.00464 30.6575 0.00881952 -0.00193632 -0.0157225 -0.16465 -0.91437 -8.85371 249.218 228.685 4525.66 
2 4310.14 -3.21922 -3.00464 30.6575 0.00886775 -0.00197119 -0.0161412 0.0376822 -0.842783 -8.83676 202.169 452.366 2596.33 
3 4309.55 -3.21922 -3.00464 30.6575 0.00896422 -0.00204092 -0.0169788 0.4418 -0.699401 -8.80298 104.864 896.079 -1262.23 
4 4309.39 -3.21922 -3.00464 30.6575 0.00893384 -0.00201897 -0.0167151 0.314644 -0.744574 -8.8136 135.961 756.904 -47.3958 
5 4309.39 -3.21922 -3.00464 30.6575 0.00893194 -0.00203109 -0.0167164 0.189655 -0.720616 -8.83301 -0.0616733 -0.0869548 -0.0832013 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 4993.35 2.39723e-008 -8.77536e-007 1.09959e-007 0.00385443 0.000403723 0.000665471 1.82166 14.3342 -1.05961 2549.93 -433.481 -4379.32 
2 4990.83 -3.7598e-007 -4.13274e-006 3.55159e-007 0.00368191 0.000540398 0.00170026 1.8661 14.3704 -1.05697 1489.45 2520.1 -84.1198 
3 4990.77 -4.12184e-007 -4.41455e-006 3.75986e-007 0.00365553 0.000503138 0.00171937 1.44798 14.6143 -1.15653 -18.0398 10.7602 -3.76137 
4 4990.77 -4.45355e-007 -4.74934e-006 4.0248e-007 0.00365595 0.000502893 0.00171946 1.44528 14.6098 -1.15639 8.54787 -5.10805 1.99879 
5 4990.77 -5.03678e-007 -5.33862e-006 4.4912e-007 0.00365595 0.000502893 0.00171945 1.44529 14.6098 -1.15639 8.5755 -5.07044 1.97339 
6 4990.77 -6.20326e-007 -6.51717e-006 5.42398e-007 0.00365595 0.000502893 0.00171944 1.44531 14.6098 -1.15639 8.63076 -4.99521 1.9226 
7 4990.77 -8.5362e-007 -8.87428e-006 7.28956e-007 0.00365595 0.000502893 0.00171942 1.44534 14.6098 -1.15638 8.74127 -4.84476 1.82102 
8 4990.77 -1.32021e-006 -1.35885e-005 1.10207e-006 0.00365596 0.000502894 0.00171937 1.44541 14.6097 -1.15636 8.96229 -4.54386 1.61786 
9 4990.77 -2.25339e-006 -2.30169e-005 1.8483e-006 0.00365598 0.000502895 0.00171928 1.44555 14.6097 -1.15633 9.40433 -3.94205 1.21154 
10 4990.77 -4.11974e-006 -4.18738e-005 3.34076e-006 0.00365602 0.000502898 0.00171909 1.44582 14.6096 -1.15627 10.2884 -2.73844 0.398887 
11 4990.77 -7.85246e-006 -7.95875e-005 6.32568e-006 0.0036561 0.000502904 0.00171872 1.44637 14.6093 -1.15615 12.0566 -0.331222 -1.22641 
12 4990.77 -1.53179e-005 -0.000155015 1.22955e-005 0.00365625 0.000502915 0.00171798 1.44748 14.6088 -1.15592 15.5929 4.48322 -4.47701 
13 4990.76 -3.02487e-005 -0.00030587 2.42352e-005 0.00365656 0.000502937 0.0017165 1.44968 14.6078 -1.15544 22.6655 14.1121 -10.9782 
14 4990.76 -6.01105e-005 -0.000607579 4.81146e-005 0.00365717 0.000502981 0.00171354 1.45408 14.6059 -1.15449 36.8107 33.3698 -23.9806 
15 4990.75 -0.000119834 -0.001211 9.58733e-005 0.0036584 0.00050307 0.00170761 1.46289 14.6019 -1.15259 65.1011 71.885 -49.9852 
