
iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
14 4289.83 0.453236 -9.14855 101.961 0.00220581 -0.00740197 -0.0122547 0.144283 11.5799 -53.2802 145.901 333.412 -2.73455 
15 4289.81 0.453236 -9.14863 101.962 0.00220519 -0.00740142 -0.0122598 0.146183 11.5855 -53.2791 116.898 347.618 -19.478 
16 4289.77 0.453235 -9.14878 101.962 0.00220397 -0.00740032 -0.01227 0.149982 11.5967 -53.2769 58.8926 376.029 -52.9648 
17 4289.69 0.453233 -9.1491 101.964 0.00220152 -0.00739811 -0.0122905 0.157581 11.6191 -53.2724 -57.1184 432.851 -119.938 
18 4289.54 0.453229 -9.14972 101.967 0.00219661 -0.0073937 -0.0123315 0.172782 11.6639 -53.2634 -289.138 546.494 -253.884 
19 4289.26 0.453221 -9.15098 101.973 0.0021868 -0.00738487 -0.0124135 0.203193 11.7535 -53.2454 -753.171 773.768 -521.773 
20 4288.79 0.453206 -9.15349 101.984 0.00216717 -0.00736721 -0.0125774 0.264058 11.9328 -53.2095 -1681.2 1228.28 -1057.54 
21 4288.19 0.453175 -9.15851 102.007 0.00212793 -0.0073319 -0.0129054 0.385951 12.2911 -53.1376 -3537.15 2137.14 -2129.03 
22 4288.03 0.45315 -9.16262 102.026 0.0020958 -0.007303 -0.0131738 0.48589 12.5844 -53.0788 -5056.22 2880.95 -3006.05 
23 4287.2 0.453125 -9.16673 102.045 0.00218768 -0.00734476 -0.0133685 0.0689073 11.9228 -53.0927 -2177.28 1347.66 -3506.59 
24 4286.81 0.453075 -9.17495 102.082 0.00237144 -0.00742826 -0.0137578 -0.765834 10.6 -53.1205 3580.51 -1718.82 -4507.79 
25 4286.74 0.453088 -9.17271 102.072 0.00232145 -0.00740555 -0.0136519 -0.538637 10.9598 -53.1129 2014.09 -884.585 -4235.4 
26 4285.45 0.453088 -9.17272 102.072 0.0020933 -0.00730534 -0.0131721 0.468937 12.5831 -52.9856 -5085.47 2813.44 -3004.58 
27 4283.97 0.453088 -9.17272 102.072 0.00215666 -0.00736141 -0.0126382 0.281067 11.9874 -53.0269 -2037.06 1389.82 -1257.82 
28 4283.65 0.453088 -9.17272 102.072 0.00220285 -0.00740229 -0.0122489 0.144477 11.5529 -53.0571 185.432 351.652 15.6564 
29 4283.65 0.453088 -9.17272 102.072 0.00219745 -0.00741292 -0.0122482 0.0642714 11.5949 -53.0569 -3.48507 -6.54559 0.465012 
30 4283.65 0.453088 -9.17272 102.072 0.00219748 -0.00741293 -0.0122482 0.0641544 11.5946 -53.0569 -2.50536 -7.04022 0.501902 
31 4283.65 0.453088 -9.17273 102.072 0.00219754 -0.00741296 -0.0122482 0.0639206 11.5942 -53.0569 -0.545925 -8.0295 0.575684 
32 4283.64 0.453088 -9.17274 102.072 0.00219765 -0.00741302 -0.0122482 0.0634528 11.5933 -53.0569 3.37294 -10.008 0.723248 
33 4283.64 0.453088 -9.17276 102.072 0.00219787 -0.00741314 -0.0122481 0.0625174 11.5916 -53.0568 11.2107 -13.9651 1.01837 
34 4283.63 0.453088 -9.1728 102.073 0.00219832 -0.00741339 -0.0122481 0.0606465 11.5881 -53.0567 26.8861 -21.8793 1.60863 
35 4283.61 0.453088 -9.17288 102.073 0.00219921 -0.00741387 -0.0122481 0.0569046 11.5812 -53.0565 58.237 -37.7077 2.78914 
36 4283.57 0.453087 -9.17305 102.074 0.002201 -0.00741483 -0.012248 0.0494209 11.5673 -53.056 120.939 -69.3644 5.15017 
37 4283.48 0.453085 -9.17337 102.075 0.00220457 -0.00741676 -0.0122479 0.0344536 11.5395 -53.055 246.342 -132.678 9.87227 
38 4283.32 0.453081 -9.17403 102.078 0.00221172 -0.00742062 -0.0122476 0.00451893 11.484 -53.0532 497.149 -259.305 19.3166 
39 4283 0.453074 -9.17535 102.084 0.00222602 -0.00742833 -0.0122471 -0.0553502 11.3729 -53.0494 998.762 -512.558 38.2057 
40 4282.38 0.453059 -9.17799 102.096 0.00225462 -0.00744376 -0.012246 -0.175088 11.1507 -53.0419 2001.98 -1019.06 75.9861 
41 4281.26 0.453029 -9.18326 102.12 0.00231183 -0.00747462 -0.0122438 -0.41456 10.7064 -53.0269 4008.42 -2032.06 151.555 
42 4279.48 0.452969 -9.1938 102.169 0.00242623 -0.00753633 -0.0122395 -0.893492 9.81767 -52.9969 8021.23 -4058.04 302.726 
43 4277.69 0.45285 -9.21488 102.265 0.00265503 -0.00765976 -0.0122309 -1.85131 8.04027 -52.9374 16046.7 -8109.88 605.2 
44 4277.61 0.45282 -9.22018 102.289 0.00271253 -0.00769077 -0.0122287 -2.092 7.5936 -52.9225 18063.4 -9128.11 681.242 
45 4276.26 0.45279 -9.22547 102.314 0.00271066 -0.00769179 -0.0122287 -2.09968 7.59736 -52.8734 18027.3 -9157.35 678.328 
46 4273.57 0.45273 -9.23607 102.362 0.00270692 -0.00769382 -0.0122289 -2.11503 7.60489 -52.7751 17955.2 -9215.82 672.502 
47 4268.21 0.452609 -9.25726 102.459 0.00269945 -0.00769789 -0.0122291 -2.14574 7.61993 -52.5786 17810.8 -9332.76 660.85 
48 4257.54 0.452369 -9.29965 102.653 0.0026845 -0.00770603 -0.0122296 -2.20716 7.65001 -52.1854 17522 -9566.63 637.551 
49 4236.44 0.451889 -9.38441 103.041 0.00265461 -0.0077223 -0.0122307 -2.32999 7.71019 -51.3992 16944.7 -10034.3 590.965 
50 4195.22 0.450929 -9.55395 103.817 0.00259482 -0.00775485 -0.0122327 -2.57564 7.83053 -49.8268 15790.6 -10969.3 497.852 
51 4116.68 0.449009 -9.89301 105.368 0.00247525 -0.00781994 -0.0122368 -3.06696 8.07123 -46.682 13484.4 -12838.2 311.853 
52 3975.19 0.445168 -10.5711 108.472 0.00223611 -0.00795013 -0.012245 -4.04958 8.55267 -40.3928 8880.72 -16571.5 -59.2318 
53 3754.54 0.437486 -11.9274 114.678 0.00175782 -0.0082105 -0.0122614 -6.01479 9.51566 -27.8162 -292.628 -24019.6 -797.749 
54 3562.46 0.422122 -14.64 127.092 0.00080124 -0.00873125 -0.0122941 -9.94511 11.4422 -2.66972 -18502.9 -38842.5 -2260.17 
55 3561.44 0.420917 -14.8527 128.065 0.000726232 -0.00877209 -0.0122967 -10.2533 11.5932 -0.698282 -19923.1 -40000.6 -2374.02 
56 3531.11 0.419712 -15.0654 129.038 0.00119051 -0.00773015 -0.012235 -2.32479 7.51547 1.26914 -2332.06 -4776.19 -555.882 
57 3530.68 0.41955 -15.0941 129.17 0.0012533 -0.00758925 -0.0122267 -1.25259 6.96411 1.53443 46.0551 -14.0816 -310.461 
58 3530.66 0.41955 -15.0941 129.17 0.00124005 -0.0075852 -0.0121374 -1.18 7.04489 1.54135 -263.937 187.361 -46.3871 
59 3530.66 0.41955 -15.0941 129.17 0.00124724 -0.00759098 -0.0121245 -1.21891 6.98772 1.53682 3.09716 6.40255 1.4331 
60 3530.66 0.41955 -15.0941 129.17 0.00124702 -0.00759134 -0.0121246 -1.22173 6.98947 1.53684 -4.86254 -5.95086 0.32941 
61 3530.66 0.41955 -15.0941 129.17 0.00124706 -0.00759136 -0.0121248 -1.22191 6.98918 1.53682 -3.61608 -6.58046 0.0117013 
62 3530.66 0.41955 -15.0941 129.17 0.00124714 -0.00759139 -0.012125 -1.22228 6.98859 1.53677 -1.12314 -7.83966 -0.623716 
63 3530.66 0.419551 -15.0941 129.17 0.00124731 -0.00759146 -0.0121255 -1.22301 6.98743 1.53668 3.86273 -10.3581 -1.89455 
64 3530.66 0.419552 -15.0941 129.17 0.00124764 -0.00759159 -0.0121264 -1.22447 6.98509 1.5365 13.8345 -15.3949 -4.43622 
65 3530.66 0.419553 -15.0941 129.17 0.00124831 -0.00759185 -0.0121283 -1.22739 6.98042 1.53613 33.7779 -25.4685 -9.51957 
66 3530.66 0.419555 -15.0942 129.17 0.00124895 -0.0075921 -0.0121301 -1.23017 6.97598 1.53578 52.7394 -35.046 -14.3526 
67 3530.66 0.419556 -15.0942 129.17 0.00124871 -0.00759178 -0.0121316 -1.22837 6.97805 1.53595 42.3793 -25.4658 -19.3679 
68 3530.66 0.41956 -15.0942 129.17 0.00124825 -0.00759113 -0.0121347 -1.22477 6.98219 1.5363 21.6591 -6.30543 -29.3985 
69 3530.66 0.419566 -15.0942 129.17 0.00124732 -0.00758983 -0.0121409 -1.21758 6.99046 1.53699 -19.7813 32.0153 -49.4596 
70 3530.66 0.419563 -15.0942 129.17 0.00124772 -0.00759039 -0.0121382 -1.22069 6.98688 1.53669 -1.84265 15.4271 -40.7756 
71 3530.66 0.419566 -15.0942 129.17 0.00124744 -0.00759078 -0.0121384 -1.22368 6.98909 1.53673 -11.8933 2.33303 -42.0305 
72 3530.66 0.419572 -15.0942 129.17 0.00124687 -0.00759155 -0.0121387 -1.22965 6.99351 1.53681 -31.9945 -23.8551 -44.5403 
73 3530.66 0.419583 -15.0943 129.17 0.00124573 -0.0075931 -0.0121393 -1.2416 7.00234 1.53696 -72.197 -76.2312 -49.5599 
74 3530.66 0.419605 -15.0944 129.17 0.00124345 -0.00759619 -0.0121406 -1.26549 7.02001 1.53727 -152.602 -180.984 -59.5992 
75 3530.66 0.419604 -15.0944 129.17 0.00124351 -0.00759611 -0.0121406 -1.26487 7.01955 1.53727 -150.497 -178.241 -59.3364 
76 3530.66 0.419604 -15.0944 129.17 0.00124568 -0.00759354 -0.0121397 -1.24506 7.00256 1.53683 -73.5229 -91.0244 -51.0793 
77 3530.66 0.419605 -15.0944 129.17 0.00125003 -0.00758839 -0.012138 -1.20546 6.96859 1.53597 80.4245 83.4087 -34.5651 
78 3530.66 0.419604 -15.0944 129.17 0.00124807 -0.00759071 -0.0121388 -1.22329 6.98388 1.53636 11.1238 4.88619 -41.9991 
79 3530.66 0.419605 -15.0944 129.17 0.00124765 -0.00759063 -0.0121357 -1.22126 6.98638 1.53657 1.70812 9.82605 -32.9566 
80 3530.66 0.419605 -15.0944 129.17 0.00124682 -0.00759047 -0.0121296 -1.21719 6.99139 1.53698 -17.1232 19.7057 -14.8716 
81 3530.66 0.419605 -15.0944 129.17 0.00124629 -0.00759037 -0.0121257 -1.21462 6.99455 1.53725 -29.0488 25.9624 -3.41858 
82 3530.66 0.419605 -15.0944 129.17 0.0012471 -0.00759121 -0.0121244 -1.22051 6.98814 1.53669 0.859593 -0.887475 1.37823 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 3201.01 0.419605 -15.0944 129.17 0.000542493 -0.00857164 -0.0123522 -0.676187 10.8116 -28.0165 -1203.21 -121.701 4445.59 
2 3198.37 0.419605 -15.0944 129.17 0.000784978 -0.00864547 -0.0135545 -1.93108 9.23932 -28.1681 5042.14 -3799.59 949.909 
3 3198.36 0.419605 -15.0944 129.17 0.000770364 -0.00864102 -0.013482 -1.85533 9.33401 -28.159 4665.71 -3577.9 1160.61 
4 3198.12 0.419605 -15.0944 129.17 0.000746984 -0.00861772 -0.0135483 -1.71743 9.51815 -28.1414 3808.75 -2923.62 947.587 
5 3197.78 0.419605 -15.0944 129.17 0.000700223 -0.00857112 -0.0136808 -1.44155 9.88635 -28.1063 2094.89 -1615.09 521.564 
6 3197.69 0.419605 -15.0944 129.17 0.000606703 -0.00847793 -0.013946 -0.889508 10.6225 -28.0362 -1332.69 1001.83 -330.359 
7 3197.63 0.419605 -15.0944 129.17 0.000642856 -0.00851395 -0.0138435 -1.10296 10.338 -28.0633 -7.68175 -9.80065 -1.04157 
8 3197.63 0.419605 -15.0944 129.17 0.000644405 -0.00851189 -0.0138434 -1.08766 10.3262 -28.0638 44.1006 56.3921 3.96059 
9 3197.63 0.419605 -15.0944 129.17 0.000644366 -0.00851186 -0.0138434 -1.08744 10.3265 -28.0638 42.8285 57.3502 3.87328 
10 3197.63 0.419606 -15.0945 129.17 0.00064429 -0.00851179 -0.0138434 -1.08699 10.327 -28.0637 40.2844 59.2663 3.69866 
11 3197.63 0.419607 -15.0945 129.17 0.000644136 -0.00851167 -0.0138435 -1.08609 10.3282 -28.0635 35.1963 63.0984 3.34943 
12 3197.62 0.419609 -15.0945 129.17 0.000643829 -0.00851142 -0.0138437 -1.0843 10.3304 -28.0632 25.0199 70.7627 2.65098 
13 3197.62 0.419613 -15.0945 129.17 0.000643215 -0.00851092 -0.0138441 -1.08071 10.3349 -28.0626 4.66729 86.0913 1.25406 
14 3197.61 0.419621 -15.0946 129.17 0.000641987 -0.00850992 -0.0138448 -1.07352 10.344 -28.0613 -36.038 116.749 -1.53976 
15 3197.6 0.419637 -15.0947 129.171 0.00063953 -0.00850791 -0.0138462 -1.05916 10.362 -28.0587 -117.449 178.063 -7.12737 
16 3197.58 0.419668 -15.095 129.171 0.000634618 -0.00850391 -0.0138491 -1.03043 10.3981 -28.0536 -280.27 300.692 -18.3025 
17 3197.53 0.419731 -15.0956 129.173 0.000624792 -0.00849589 -0.0138548 -0.972979 10.4703 -28.0433 -605.911 545.949 -40.6524 
18 3197.46 0.419858 -15.0968 129.176 0.000605141 -0.00847987 -0.0138663 -0.858066 10.6147 -28.0228 -1257.19 1036.46 -85.3505 
19 3197.38 0.420111 -15.0992 129.183 0.00056584 -0.00844782 -0.0138892 -0.628231 10.9034 -27.9818 -2559.75 2017.48 -174.74 
20 3197.38 0.420222 -15.1002 129.186 0.000548522 -0.0084337 -0.0138993 -0.526951 11.0306 -27.9637 -3133.7 2449.76 -214.126 
21 3197.29 0.420333 -15.1013 129.188 0.000549105 -0.00843358 -0.0139082 -0.530876 11.0259 -27.9583 -3120.98 2445 -240.623 
22 3197.1 0.420556 -15.1034 129.194 0.00055027 -0.00843332 -0.013926 -0.538728 11.0163 -27.9476 -3095.52 2435.48 -293.615 
23 3196.75 0.421002 -15.1076 129.205 0.0005526 -0.00843281 -0.0139615 -0.554431 10.9972 -27.9261 -3044.62 2416.45 -399.599 
24 3196.05 0.421893 -15.1159 129.228 0.000557261 -0.00843179 -0.0140325 -0.585842 10.9589 -27.8831 -2942.8 2378.37 -611.569 
25 3194.69 0.423676 -15.1327 129.274 0.000566584 -0.00842976 -0.0141746 -0.648674 10.8824 -27.7972 -2739.15 2302.24 -1035.51 
26 3192.18 0.427241 -15.1661 129.365 0.000585228 -0.00842568 -0.0144588 -0.774388 10.7293 -27.6253 -2331.82 2150 -1883.38 
27 3187.98 0.43437 -15.2331 129.546 0.000622517 -0.00841753 -0.0150272 -1.02601 10.4234 -27.2815 -1517 1845.65 -3579.13 
28 3182.78 0.44863 -15.367 129.91 0.000697095 -0.00840123 -0.0161639 -1.53001 9.81176 -26.594 113.277 1237.52 -6970.63 
29 3181.69 0.458772 -15.4623 130.168 0.000750136 -0.00838963 -0.0169724 -1.8891 9.37707 -26.105 1273.28 805.446 -9382.72 
30 3168 0.458773 -15.4623 130.168 0.000361924 -0.00863521 -0.0141117 -2.05116 11.7563 -25.9278 -7506.6 -3745.3 -1289.6 
31 3166.82 0.458773 -15.4623 130.168 0.000576215 -0.00853278 -0.0138216 -1.14576 10.0962 -26.0314 -11.1416 -92.7087 41.3995 
32 3166.82 0.458773 -15.4623 130.168 0.000575064 -0.00852877 -0.0138261 -1.1184 10.1052 -26.03 -54.2189 28.7143 30.3435 
33 3166.82 0.458773 -15.4623 130.168 0.000577962 -0.00852818 -0.013831 -1.11706 10.0844 -26.0316 34.424 42.5325 20.0282 
34 3166.82 0.458773 -15.4623 130.168 0.000578418 -0.00852809 -0.0138318 -1.11685 10.0812 -26.0318 48.3751 44.7073 18.4047 
35 3166.82 0.458773 -15.4623 130.168 0.000578377 -0.00852839 -0.0138325 -1.11949 10.0817 -26.0318 45.854 34.3785 15.6453 
36 3166.82 0.458773 -15.4623 130.168 0.000578295 -0.00852899 -0.013834 -1.12477 10.0826 -26.0319 40.8119 13.7208 10.1265 
37 3166.82 0.458773 -15.4623 130.168 0.000578129 -0.00853018 -0.013837 -1.13532 10.0845 -26.032 30.7275 -27.5947 -0.91121 
38 3166.82 0.458773 -15.4623 130.168 0.000578063 -0.00853065 -0.0138382 -1.13954 10.0853 -26.032 26.6884 -44.1431 -5.33221 
39 3166.82 0.458773 -15.4623 130.168 0.00057757 -0.0085303 -0.0138391 -1.13737 10.0891 -26.0317 9.32965 -34.1431 -8.33047 
40 3166.82 0.458773 -15.4623 130.169 0.000576583 -0.0085296 -0.0138408 -1.13301 10.0967 -26.031 -25.3878 -14.1432 -14.327 
41 3166.82 0.458773 -15.4623 130.169 0.000576137 -0.00852928 -0.0138416 -1.13104 10.1001 -26.0307 -41.0908 -5.09716 -17.0392 
42 3166.82 0.458773 -15.4623 130.169 0.000577258 -0.00852914 -0.0138412 -1.12986 10.0917 -26.0313 -3.48808 0.196482 -13.8271 
43 3166.82 0.458773 -15.4623 130.169 0.000578057 -0.00852904 -0.0138408 -1.12901 10.0857 -26.0317 23.294 3.96682 -11.5393 
44 3166.81 0.458773 -15.4623 130.169 0.000578023 -0.00852907 -0.0138404 -1.12896 10.0858 -26.0317 22.7972 3.60396 -10.2327 
45 3166.81 0.458773 -15.4623 130.169 0.000577954 -0.00852912 -0.0138395 -1.12886 10.0862 -26.0317 21.8037 2.87825 -7.61945 
46 3166.81 0.458774 -15.4623 130.169 0.000577818 -0.00852923 -0.0138377 -1.12865 10.0869 -26.0316 19.8166 1.42681 -2.393 
47 3166.81 0.458774 -15.4623 130.169 0.000577545 -0.00852945 -0.0138342 -1.12825 10.0883 -26.0315 15.8424 -1.47606 8.05989 
48 3166.81 0.458774 -15.4623 130.169 0.000576999 -0.00852989 -0.0138271 -1.12744 10.091 -26.0312 7.89413 -7.28184 28.9657 
49 3166.81 0.458776 -15.4623 130.169 0.000575906 -0.00853077 -0.0138128 -1.12581 10.0966 -26.0307 -8.00225 -18.8936 70.7772 
50 3166.81 0.458775 -15.4623 130.169 0.000576268 -0.00853048 -0.0138175 -1.12635 10.0947 -26.0309 -2.74317 -15.052 56.9444 
51 3166.81 0.458776 -15.4623 130.169 0.000576137 -0.00852967 -0.0138174 -1.12019 10.0956 -26.0307 -6.50971 10.8972 58.2627 
52 3166.81 0.458777 -15.4623 130.169 0.000575877 -0.00852804 -0.013817 -1.10786 10.0973 -26.0302 -14.0428 62.7955 60.8992 
53 3166.81 0.458778 -15.4623 130.169 0.000575356 -0.00852479 -0.0138163 -1.08321 10.1006 -26.0292 -29.109 166.592 66.1722 
54 3166.81 0.458782 -15.4623 130.169 0.000574314 -0.00851829 -0.0138149 -1.03391 10.1074 -26.0273 -59.2414 374.185 76.7183 
55 3166.81 0.458781 -15.4623 130.169 0.00057445 -0.00851914 -0.0138151 -1.04038 10.1065 -26.0275 -55.2882 346.95 75.3348 
56 3166.81 0.458782 -15.4623 130.169 0.00057445 -0.00851914 -0.0138151 -1.04038 10.1065 -26.0275 -55.2881 346.95 75.3347 
57 3166.81 0.458783 -15.4624 130.169 0.000574448 -0.00851914 -0.0138151 -1.04038 10.1065 -26.0275 -55.2878 346.95 75.3345 
58 3166.81 0.458785 -15.4624 130.169 0.000574445 -0.00851914 -0.0138151 -1.04038 10.1065 -26.0274 -55.2873 346.949 75.3342 
59 3166.81 0.458788 -15.4624 130.169 0.000574439 -0.00851915 -0.0138151 -1.04039 10.1065 -26.0272 -55.2862 346.947 75.3336 
60 3166.8 0.458796 -15.4625 130.169 0.000574427 -0.00851915 -0.0138151 -1.04039 10.1064 -26.0269 -55.284 346.943 75.3324 
61 3166.79 0.45881 -15.4626 130.169 0.000574404 -0.00851915 -0.0138151 -1.0404 10.1063 -26.0262 -55.2796 346.935 75.33 
62 3166.77 0.45884 -15.4629 130.17 0.000574356 -0.00851917 -0.0138151 -1.04043 10.1062 -26.0248 -55.2709 346.92 75.3253 
63 3166.73 0.458899 -15.4634 130.171 0.000574261 -0.00851919 -0.0138151 -1.04047 10.1058 -26.022 -55.2534 346.888 75.3157 
64 3166.65 0.459017 -15.4644 130.174 0.000574071 -0.00851924 -0.0138151 -1.04056 10.1051 -26.0165 -55.2185 346.826 75.2966 
65 3166.49 0.459252 -15.4665 130.18 0.000573691 -0.00851933 -0.013815 -1.04074 10.1038 -26.0054 -55.1487 346.701 75.2583 
66 3166.16 0.459724 -15.4708 130.19 0.000572931 -0.00851952 -0.013815 -1.04109 10.101 -25.9833 -55.0088 346.452 75.1818 
67 3165.51 0.460667 -15.4792 130.212 0.000571411 -0.0085199 -0.0138149 -1.0418 10.0955 -25.939 -54.7288 345.953 75.0288 
68 3164.21 0.462552 -15.4961 130.256 0.000568371 -0.00852065 -0.0138146 -1.04322 10.0844 -25.8504 -54.1673 344.956 74.7229 
69 3161.63 0.466323 -15.5298 130.343 0.00056229 -0.00852216 -0.0138142 -1.04605 10.0623 -25.6732 -53.0381 342.962 74.1112 
70 3156.51 0.473866 -15.5972 130.517 0.000550129 -0.00852517 -0.0138133 -1.05172 10.0181 -25.3189 -50.7553 338.981 72.8889 
71 3146.46 0.488951 -15.7321 130.865 0.000525808 -0.0085312 -0.0138116 -1.06306 9.92959 -24.6102 -46.0924 331.039 70.4482 
72 3127.13 0.519121 -16.0019 131.56 0.000477164 -0.00854327 -0.0138081 -1.08575 9.75267 -23.1928 -36.3769 315.236 65.5824 
73 3091.59 0.579462 -16.5415 132.952 0.000379877 -0.00856739 -0.0138012 -1.13113 9.39883 -20.3582 -15.3874 283.961 55.9131 
74 3032.89 0.700143 -17.6206 135.736 0.000185303 -0.00861564 -0.0137873 -1.22194 8.69115 -14.6892 32.8255 222.726 36.8242 
75 2965.08 0.941504 -19.7788 141.303 -0.000203844 -0.00871214 -0.0137595 -1.40368 7.27583 -3.35198 154.185 105.526 -0.354793 
76 2955.93 1.06854 -20.9147 144.233 -0.000408656 -0.00876292 -0.0137448 -1.49942 6.53096 2.61441 231.409 46.6631 -19.3871 
77 2955.93 1.06854 -20.9147 144.233 -0.00041585 -0.00876438 -0.0137442 -1.50917 6.58449 2.6183 -3.98258 -0.661945 -29.4308 
78 2955.93 1.06854 -20.9147 144.233 -0.000416262 -0.00876451 -0.013734 -1.50437 6.58562 2.61853 -2.84558 6.65808 1.76742 
79 2955.93 1.06854 -20.9147 144.233 -0.000416079 -0.00876494 -0.0137341 -1.50765 6.58433 2.61835 2.87644 -6.96938 1.18909 
80 2955.93 1.06854 -20.9147 144.233 -0.000416077 -0.00876493 -0.0137343 -1.50767 6.58434 2.61835 2.7502 -6.91496 0.780772 
81 2955.93 1.06854 -20.9147 144.233 -0.000416073 -0.00876492 -0.0137345 -1.50773 6.58436 2.61835 2.49772 -6.80611 -0.0358744 
82 2955.93 1.06854 -20.9147 144.233 -0.000416066 -0.00876489 -0.0137351 -1.50783 6.5844 2.61835 1.99277 -6.58842 -1.66917 
83 2955.93 1.06854 -20.9148 144.233 -0.000416052 -0.00876484 -0.0137361 -1.50805 6.58448 2.61834 0.982867 -6.15304 -4.93575 
84 2955.93 1.06854 -20.9148 144.233 -0.000416023 -0.00876474 -0.0137383 -1.50848 6.58464 2.61834 -1.03694 -5.28228 -11.4689 
85 2955.93 1.06855 -20.9148 144.233 -0.000415965 -0.00876453 -0.0137426 -1.50934 6.58496 2.61833 -5.07652 -3.54078 -24.5352 
86 2955.93 1.06855 -20.9148 144.233 -0.000415916 -0.00876435 -0.0137462 -1.51007 6.58524 2.61832 -8.50924 -2.06091 -35.6387 
87 2955.93 1.06855 -20.9148 144.233 -0.000415065 -0.00876398 -0.0137464 -1.50753 6.57887 2.61789 19.3382 9.59124 -34.6707 
88 2955.93 1.06856 -20.9148 144.233 -0.000413363 -0.00876325 -0.0137469 -1.50245 6.56614 2.61704 75.0331 32.8955 -32.7348 
89 2955.93 1.06857 -20.9149 144.233 -0.000411886 -0.00876261 -0.0137472 -1.49805 6.55509 2.6163 123.347 53.1116 -31.0554 
90 2955.93 1.06858 -20.9149 144.233 -0.000411893 -0.00876261 -0.0137472 -1.49805 6.55509 2.61629 123.347 53.1115 -31.0553 
91 2955.93 1.06859 -20.915 144.233 -0.000411906 -0.00876262 -0.0137472 -1.49804 6.55507 2.61625 123.347 53.1113 -31.0551 
92 2955.93 1.06861 -20.9151 144.233 -0.000411933 -0.00876262 -0.0137472 -1.49803 6.55504 2.61617 123.346 53.1109 -31.0548 
93 2955.92 1.06867 -20.9153 144.233 -0.000411987 -0.00876264 -0.0137472 -1.49801 6.55498 2.61601 123.344 53.1101 -31.0542 
94 2955.92 1.06877 -20.9158 144.233 -0.000412094 -0.00876266 -0.0137472 -1.49797 6.55486 2.61571 123.34 53.1084 -31.0531 
95 2955.91 1.06898 -20.9167 144.233 -0.000412309 -0.00876271 -0.0137472 -1.49788 6.55463 2.61509 123.332 53.1051 -31.0507 
96 2955.9 1.0694 -20.9185 144.232 -0.000412739 -0.00876281 -0.0137471 -1.4977 6.55415 2.61385 123.317 53.0985 -31.0459 
97 2955.87 1.07024 -20.9222 144.23 -0.000413599 -0.00876301 -0.013747 -1.49735 6.55321 2.61138 123.286 53.0852 -31.0363 
98 2955.81 1.07192 -20.9295 144.227 -0.000415318 -0.0087634 -0.0137469 -1.49665 6.55131 2.60643 123.224 53.0587 -31.0171 
99 2955.69 1.07529 -20.9442 144.222 -0.000418758 -0.00876419 -0.0137465 -1.49524 6.54752 2.59653 123.1 53.0054 -30.9788 
100 2955.46 1.08201 -20.9736 144.21 -0.000425636 -0.00876576 -0.0137457 -1.49242 6.53995 2.57674 122.852 52.8986 -30.9024 

iter	f	tx	ty	tz	rx	ry	rz	gtx	gty	gtz	grx	gry	grz
1 2763.99 1.08201 -20.9736 144.21 -0.000846269 -0.0093647 -0.0138278 -1.88084 8.28423 -12.4136 -489.951 225.792 999.265 
2 2763.91 1.08201 -20.9736 144.21 -0.000793322 -0.00939395 -0.0139416 -2.16765 7.9192 -12.45 1034.81 -802.442 687.884 
3 2763.83 1.08201 -20.9736 144.21 -0.000806169 -0.00937463 -0.0140683 -2.0972 8.03724 -12.4389 432.093 -356.601 292.631 
4 2763.81 1.08201 -20.9736 144.21 -0.00081575 -0.00936022 -0.0141628 -2.04464 8.12527 -12.4305 -17.4322 -24.0849 -2.16374 
5 2763.81 1.08201 -20.9736 144.21 -0.00081507 -0.00935926 -0.0141628 -2.03765 8.12014 -12.4307 4.85822 5.79972 0.133949 
6 2763.81 1.08201 -20.9736 144.21 -0.000815104 -0.00935924 -0.0141628 -2.03746 8.12038 -12.4307 3.80967 6.54745 0.136911 
7 2763.81 1.08201 -20.9736 144.21 -0.00081517 -0.00935919 -0.0141628 -2.03709 8.12086 -12.4307 1.71257 8.0429 0.142836 
8 2763.81 1.08201 -20.9736 144.21 -0.000815303 -0.00935909 -0.0141627 -2.03635 8.12182 -12.4306 -2.48162 11.0338 0.154685 
9 2763.81 1.08201 -20.9737 144.21 -0.000815569 -0.0093589 -0.0141627 -2.03486 8.12374 -12.4303 -10.87 17.0156 0.178384 
10 2763.81 1.08202 -20.9737 144.21 -0.000816101 -0.00935852 -0.0141625 -2.0319 8.12758 -12.4299 -27.6468 28.9792 0.225782 
11 2763.81 1.08202 -20.9737 144.21 -0.000817165 -0.00935775 -0.0141623 -2.02596 8.13525 -12.4291 -61.2004 52.9064 0.32058 
12 2763.81 1.08203 -20.9737 144.21 -0.000819293 -0.00935621 -0.0141618 -2.01408 8.1506 -12.4274 -128.307 100.761 0.510183 
13 2763.81 1.08206 -20.9738 144.21 -0.00082355 -0.00935313 -0.0141607 -1.99033 8.1813 -12.4241 -262.522 196.47 0.889412 
14 2763.81 1.08208 -20.9739 144.21 -0.000827471 -0.0093503 -0.0141598 -1.96845 8.20959 -12.421 -386.167 284.642 1.23881 
15 2763.81 1.0821 -20.974 144.21 -0.000827504 -0.00935033 -0.0141589 -1.9681 8.20948 -12.4207 -385.265 284.924 4.09677 
